Mark, Time, AmbTemp, AmbStdv, IR Temp, IR Stdv
,5422567.5,-23.6626666667,0.378144005491,-28.4253333333,0.224138845857
,5491451.5,-25.1816666667,0.182612218162,-29.3693333333,0.0792856999857
,5492126.5,-25.5736666667,0.0879576918499,-29.7433333333,0.141617638575
7,5494021.5,-25.734,0.219963633358,-30.06,2.13162820728e-14
,5494535.5,-25.893,0.342297628777,-30.456,0.0215406592285
,5494944.5,-25.684,0.36241412776,-29.8733333333,0.207417989148
,5495353.5,-25.862,0.237857099957,-29.7,0.253771550809
,5495702.5,-25.4923333333,0.525951096163,-28.5246666667,0.485624912412
,5496011.5,-25.974,0.192,-27.488,0.499695907528
,5496330.5,-25.67,0.1788854382,-28.256,0.901412225344
,5496643.5,-26.0066666667,0.240988704207,-27.648,0.499695907528
,5497053.5,-25.67,0.1788854382,-28.48,1.06581410364e-14
,5497386.5,-26.0706666667,0.177105116307,-28.4906666667,0.0399110121256
,5497720.5,-25.766,0.231309316717,-29.268,0.376
,5498152.5,-26.1523333333,0.254174262182,-29.994,0.140014284985
,5498676.5,-25.878,0.235151015307,-29.774,0.228394395728
,5499427.5,-26.07,1.42108547152e-14,-30.96,1.42108547152e-14
,5500358.5,-25.926,0.219963633358,-30.654,0.102
,5500988.5,-26.0216666667,0.509405426835,-30.476,0.048
,5501292.5,-26.0553333333,0.264949471074,-30.836,0.248
,5501585.5,-26.1516666667,0.182612218162,-31.2733333333,0.659966329107
,5501939.5,-25.9426666667,0.276754203019,-30.8853333333,0.279377084879
,5502386.5,-26.2006666667,0.21668615297,-30.3293333333,0.512971300908
,5503267.5,-26.006,0.163168624435,-30.33,0.229128784748
,5503821.5,-26.087,0.760750287545,-30.79,0.245967477525
,5504266.5,-25.991,0.281440935189,-31.054,0.375877639665
,5504605.5,-26.266,0.240049994793,-30.5406666667,0.65134698041
,5506028.5,-26.07,1.42108547152e-14,-29.5766666667,0.211476292341
,5506547.5,-26.364,0.348784556233,-29.7786666667,0.208226372543
,5506819.5,-26.1533333333,0.357065197906,-30.948,0.024
,5507107.5,-26.2176666667,0.473994960123,-29.648,0.382120399874
,5507596.5,-26.1843333333,0.207246766494,-29.586,0.100816665289
,5507885.5,-26.3313333333,0.244454949269,-28.292,0.778264736449
,5508294.5,-26.0863333333,0.0879576918499,-28.842,0.246
,5508658.5,-26.3803333333,0.236128260815,-29.276,0.421312235759
,5508957.5,-26.1843333333,0.207246766494,-27.82,0.641560597294
,5509396.5,-26.4783333333,0.255657105427,-28.384,0.0149666295471
,5509875.5,-26.266,0.240049994793,-28.38,0.0
,5510192.5,-26.4946666667,0.302938204186,-27.288,0.144
,5510570.5,-26.2173333333,0.256916761271,-27.52,0.32
,5510804.5,-26.4136666667,0.401293602685,-26.832,0.336
,5511042.5,-26.2016666667,0.502494333854,-28.9506666667,0.643236262107
,5511311.5,-26.5763333333,0.199373741724,-27.8533333333,0.7453559925
,5511629.5,-26.2333333333,0.230988215188,-28.78,0.04
,5512054.5,-26.56,0.219134661795,-28.016,0.132
,5512528.5,-26.4456666667,0.207246766494,-27.558,0.114
,5512877.5,-26.5436666667,0.0879576918499,-26.7266666667,0.0249443825785
,5513206.5,-26.3313333333,0.244454949269,-27.6766666667,0.484481395125
,5513585.5,-26.56,1.7763568394e-14,-29.1986666667,0.436071349921
,5514275.5,-26.4293333333,0.21668615297,-29.4526666667,0.0394912085857
,5514719.5,-26.658,0.233286661999,-29.0513333333,0.160721982179
,5515148.5,-26.3476666667,0.242812456206,-28.4826666667,0.109755283345
,5515733.5,-26.5763333333,0.0879576918499,-28.5853333333,0.292343785446
,5516539.5,-26.3966666667,0.230988215188,-28.1826666667,0.0676724135491
,5517369.5,-26.6253333333,0.166567970777,-27.86,0.24
,5518285.5,-26.3803333333,0.236128260815,-28.232,0.201633330578
,5518961.5,-26.56,0.126517455976,-29.2153333333,0.406339212427
,5520288.5,-26.4293333333,0.21668615297,-28.48,1.06581410364e-14
,5522088.5,-26.4456666667,0.207246766494,-28.358,0.0289136645896
,5522612.5,-26.055,0.233463059176,-28.428,0.0733212111193
57,5526550.5,-26.707,0.224546209053,-30.48,0.293938769134
,5527000.5,-26.4456666667,0.273796558699,-30.3306666667,0.0792856999857
,5527624.5,-26.7723333333,0.393697712578,-29.468,0.186161220452
,5528029.5,-26.3803333333,0.267886584625,-29.14,1.06581410364e-14
,5528463.5,-26.7886666667,0.244454949269,-29.0493333333,0.150353657163
,5528766.5,-26.462,0.196,-28.232,0.983064596046
,5529025.5,-26.691,0.332027609294,-28.0706666667,0.283018648777
,5529941.5,-26.5273333333,0.122227474635,-29.6766666667,0.0179505493571
,5530169.5,-26.6256666667,0.531204187567,-29.59,0.03
,5531171.5,-26.462,0.196,-28.6706666667,0.0747856195327
,5532017.5,-26.609,0.193947587422,-29.976,0.152
,5532320.5,-26.364,0.240049994793,-29.818,0.234
,5532704.5,-26.6416666667,0.182612218162,-29.4966666667,0.545089187402
,5533038.5,-26.4783333333,0.312047895184,-28.4133333333,0.40540788788
,5533380.5,-26.6416666667,0.182612218162,-28.3233333333,0.618645473775
,5533824.5,-26.511,0.318813947834,-28.7806666667,0.395153416058
,5534137.5,-26.756,0.240049994793,-27.77,0.72284161474
,5534602.5,-26.5436666667,0.0879576918499,-28.2133333333,0.049888765157
,5535076.5,-26.7396666667,0.236128260815,-28.6826666667,0.189577307597
,5535483.5,-26.5763333333,0.296259833405,-28.44,0.36
,5535897.5,-26.756,0.240049994793,-28.6413333333,0.168042322711
,5536316.5,-26.5763333333,0.296259833405,-28.38,0.0
,5536775.5,-26.8376666667,0.273796558699,-28.2773333333,0.0707546621942
,5537240.5,-26.5926666667,0.122227474635,-28.096,0.192
,5537654.5,-26.854,0.240049994793,-29.3386666667,0.462311102566
,5537962.5,-26.7396666667,0.267886584625,-28.968,0.104
,5538427.5,-26.9193333333,0.21668615297,-28.496,0.0265329983228
,5538901.5,-26.7396666667,0.296259833405,-27.7173333333,0.327240312648
,5539345.5,-26.805,0.245,-27.4853333333,0.379154615193
,5539654.5,-26.6743333333,0.207246766494,-27.6826666667,0.8580867607
,5540073.5,-26.9033333333,0.312349519324,-28.856,0.168
,5540440.5,-26.7233333333,0.230988215188,-28.6706666667,0.218035674961
,5540768.5,-27.0336666667,0.0879576918499,-27.1466666667,0.848109007669
,5541157.5,-26.7886666667,0.244454949269,-28.48,1.06581410364e-14
,5541627.5,-26.9683333333,0.182612218162,-29.5853333333,0.0287208789714
,5541935.5,-26.805,0.245,-29.4293333333,0.109755283345
,5542355.0,-27.001,0.147,-29.502,0.0891964124839
,5542799.5,-26.756,0.240049994793,-29.444,0.346963975075
,5543228.5,-26.9683333333,0.222157351643,-29.4706666667,0.264410455332
,5543592.5,-26.658,0.196,-30.2166666667,0.0481894409827
,5543951.5,-26.9846666667,0.244454949269,-29.5333333333,0.74481914285
,5544350.5,-26.6416666667,0.182612218162,-29.43,0.067082039325
,5544864.5,-26.9523333333,0.478808822902,-29.1273333333,0.128839262477
,5545288.5,-26.756,0.240049994793,-28.424,0.312
,5545768.5,-26.9193333333,0.21668615297,-29.1386666667,0.258350322022
,5546292.5,-26.707,0.224546209053,-29.6226666667,0.109755283345
,5546696.5,-27.001,0.231564965686,-28.54,1.06581410364e-14
,5547015.5,-26.7723333333,0.242812456206,-28.6,1.42108547152e-14
,5547510.5,-27.05,1.06581410364e-14,-28.1866666667,0.0596284794
,5547889.5,-26.8376666667,0.242812456206,-27.952,0.237857099957
,5548308.5,-27.05,1.06581410364e-14,-28.6,1.42108547152e-14
,5548772.5,-26.854,0.240049994793,-27.32,0.203960780544
,5549575.5,-27.0336666667,0.0879576918499,-28.148,0.024
,5550035.0,-26.854,0.271349712855,-28.684,0.132
,5550413.5,-27.148,0.233286661999,-29.0946666667,0.219510566691
55,5552820.5,-26.8703333333,0.236128260815,-29.318,0.0761314652427
,5553325.5,-27.1643333333,0.207246766494,-28.9813333333,0.00718021974285
,5553608.5,-26.8376666667,0.242812456206,-28.7853333333,0.135344827098
,5553912.5,-27.0336666667,0.199373741724,-28.8066666667,0.612825877028
,5554781.5,-26.756,0.240049994793,-29.2466666667,0.1490711985
,5555411.0,-27.0336666667,0.199373741724,-30.076,0.265149014707
,5555659.5,-26.659,0.525086342106,-28.9306666667,0.283018648777
,5556173.5,-27.05,1.06581410364e-14,-28.6,1.42108547152e-14
,5556573.5,-26.805,0.245,-28.37,0.11
,5557042.5,-27.0826666667,0.250917427764,-28.568,0.0299332590942
,5557546.5,-26.7233333333,0.230988215188,-29.68,0.311126983722
,5557910.5,-27.0336666667,0.15408835849,-30.06,2.13162820728e-14
,5558375.5,-26.7886666667,0.244454949269,-29.5466666667,0.124721912892
,5558744.5,-27.1316666667,0.222157351643,-29.22,0.253771550809
,5559138.5,-26.7886666667,0.244454949269,-28.584,0.291862981551
,5559547.5,-27.1806666667,0.250917427764,-28.66,0.282842712475
,5559891.0,-26.8213333333,0.244454949269,-27.98,1.1
,5560495.5,-27.0336666667,0.0879576918499,-28.474,0.100816665289
,5561271.5,-26.756,0.240049994793,-28.944,0.152
,5561685.5,-27.0336666667,0.267886584625,-28.4173333333,0.3127398635
,5562094.5,-26.7396666667,0.236128260815,-28.6386666667,0.138749974975
,5563269.5,-27.05,1.06581410364e-14,-28.4306666667,0.129175161011
,5565093.5,-26.7233333333,0.230988215188,-27.88,0.0489897948557
,5565517.5,-27.0663333333,0.236128260815,-28.48,1.06581410364e-14
,5566002.5,-26.8213333333,0.244454949269,-28.9693333333,0.129175161011
,5566301.5,-27.0336666667,0.0879576918499,-28.36,0.215406592285
,5566639.5,-26.805,0.245,-29.71,0.424852915725
,5567069.5,-27.0336666667,0.0879576918499,-28.9813333333,0.144677418955
,5567468.5,-26.854,0.240049994793,-28.2293333333,0.0792856999857
,5567781.5,-27.1643333333,0.242812456206,-27.484,0.813230594604
,5568065.5,-26.8703333333,0.236128260815,-27.648,0.496
,5568318.5,-27.1643333333,0.32707474511,-28.1066666667,0.2385139176
