Mark, Time, AmbTemp, AmbStdv, IR Temp, IR Stdv
,35546.5,-31.368,0.221305219098,-31.6686666667,0.307232087445
,36010.5,-31.754,0.231309316717,-31.2266666667,0.249443825785
,36475.5,-31.3516666667,0.232451906615,-31.2326666667,0.298774534093
,36904.5,-31.577,0.303909526011,-31.3346666667,0.0287208789714
,37378.5,-31.303,0.224546209053,-30.96,1.42108547152e-14
,37930.5,-31.5933333333,0.309756176515,-30.15,0.25
,38445.5,-30.7313333333,0.244454949269,-30.2226666667,0.0707546621942
,38899.5,-30.96,0.219134661795,-31.392,0.535178474903
,39848.5,-30.715,0.245,-31.216,0.0897997772826
9,44910.5,-31.2703333333,0.236128260815,-31.12,0.0
,45442.5,-30.813,0.224546209053,-30.6273333333,0.298774534093
,45794.5,-31.1396666667,0.236128260815,-30.8833333333,0.663366833325
,46117.5,-30.7476666667,0.242812456206,-32.1413333333,0.659473190425
,46501.5,-31.706,0.239466072754,-32.3766666667,0.0422952584682
,47051.5,-31.4333333333,0.152999636891,-32.568,0.109981816679
,47435.5,-31.6576666667,0.269068557972,-33.63,0.21
,47779.5,-31.3846666667,0.166567970777,-34.256,0.106131993291
,48549.5,-31.658,0.237857099957,-30.4706666667,0.0399110121256
,48933.5,-31.496,0.33915188338,-30.42,0.14
,49608.5,-31.754,0.231309316717,-31.782,0.0761314652427
,50198.5,-31.4973333333,0.228399260555,-31.6446666667,0.10901783748
,50552.5,-31.754,0.231309316717,-30.3666666667,0.527973063286
,50899.5,-31.4496666667,0.125232672343,-28.956,0.163168624435
,51353.5,-31.578,0.212263986583,-29.74,7.1054273576e-15
,51782.5,-31.5276666667,0.377029471291,-31.9846666667,0.163844099341
,52367.5,-31.754,0.231309316717,-32.86,7.1054273576e-15
,52836.5,-31.4796666667,0.352509889538,-31.58,1.06581410364e-14
,53263.5,-31.706,0.239466072754,-31.2866666667,0.160277537069
,53622.5,-31.45,1.42108547152e-14,-31.96,0.448998886413
,54096.5,-31.722,0.237857099957,-32.25,0.15
,54570.5,-31.4473333333,0.354202704049,-31.752,0.036
,55005.5,-31.786,0.219963633358,-31.792,0.333130605019
,55504.5,-31.45,1.42108547152e-14,-29.5213333333,0.566037297554
,56174.5,-31.834,0.192,-28.1746666667,0.0548776416727
,56621.5,-31.545,0.290008620562,-30.0746666667,0.539504299231
,57231.5,-31.5433333333,0.681676039055,-31.2733333333,0.49888765157
,57565.5,-31.529,0.281440935189,-30.948,0.75175527933
,57878.5,-31.6256666667,0.263257584042,-30.996,0.715251004893
,58217.5,-31.5283333333,0.332686873134,-31.6466666667,0.6191032942
,58885.5,-31.754,0.231309316717,-33.6,0.0748331477355
,59354.5,-31.4156666667,0.305359715017,-34.02,1.42108547152e-14
,59979.5,-31.6236666667,0.583246564975,-33.368,0.296
,60559.5,-31.4806666667,0.277764088552,-33.84,2.13162820728e-14
,61269.5,-31.594,0.219963633358,-33.502,0.174
,61849.5,-31.3516666667,0.292780729481,-32.7,0.06
,62398.5,-31.5926666667,0.399398992933,-32.3093333333,0.0502615381999
,62843.5,-31.3993333333,0.316005625829,-31.736,0.101508620324
,63468.5,-31.689,0.34804549511,-31.3333333333,0.263986531643
,63872.5,-31.5456666667,0.229371363126,-32.3,1.42108547152e-14
,64271.5,-31.85,0.1788854382,-32.186,0.174137876408
,64600.5,-31.5123333333,0.324424447633,-31.942,0.938954737993
,64918.5,-31.8986666667,0.248498602724,-31.792,0.304525860971
,65257.5,-31.5773333333,0.276754203019,-32.67,0.57
