;5999;16.41;19.00
;6004;17.38;19.00
;6009;17.87;19.00
;6014;17.38;19.00
;6019;16.41;18.74
;6024;16.41;18.74
;6029;16.89;18.74
;6034;16.41;18.74
;6039;16.89;18.74
;6044;16.41;18.74
;6049;16.41;18.74
;6054;16.41;18.74
;6059;16.41;18.74
;6064;16.41;18.74
;6069;16.89;18.74
;6074;16.41;18.74
;6079;16.89;18.74
;6084;16.41;18.74
;6089;16.41;18.74
;6094;16.41;18.74
;6099;16.89;18.74
;6104;16.41;18.74
;6109;16.89;18.74
;6114;16.41;18.74
;6119;16.41;18.74
;6124;16.41;18.74
;6129;16.89;18.74
;6134;15.92;18.74
;6139;16.41;18.74
;6144;17.38;18.74
;6149;16.89;18.74
;6154;17.38;18.74
;6159;17.38;18.74
;6164;18.36;18.74
;6169;17.38;18.14
;6174;16.41;18.14
;6179;16.89;18.14
;6184;16.41;18.14
;6189;17.38;18.14
;6194;16.41;18.14
;6199;17.38;18.14
;6204;17.87;18.14
;6209;16.89;18.14
;6214;16.89;18.14
;6219;16.41;18.14
;6224;16.89;18.14
;6230;16.41;18.14
;6235;16.89;18.14
;6240;16.41;18.14
;6245;16.89;18.14
;6250;16.41;18.14
;6255;16.41;18.14
;6260;16.89;18.14
;6265;16.41;18.14
;6270;16.41;18.14
;6275;19.34;18.14
;6280;17.38;18.14
;6285;17.38;18.14
;6290;17.87;18.14
;6295;14.94;18.14
;6300;17.38;18.14
;6305;16.89;18.14
;6310;16.89;18.14
;6315;17.38;17.98
;6320;17.87;17.98
;6325;15.92;17.98
;6330;17.38;17.98
;6335;16.89;17.98
;6340;16.89;17.98
;6345;16.89;17.98
;6350;16.41;17.98
;6355;16.89;17.98
;6360;16.89;17.98
;6365;16.89;17.98
;6370;16.89;17.98
;6375;16.41;17.98
;6380;16.41;17.98
;6385;16.89;17.98
;6390;16.89;17.98
;6395;16.89;17.98
;6400;16.41;17.98
;6405;18.36;17.98
;6410;17.38;17.98
;6415;17.38;17.98
;6420;16.89;17.98
;6425;18.85;17.98
;6430;17.38;17.98
;6435;17.38;17.98
;6440;18.85;17.98
;6445;17.87;17.98
;6450;17.38;17.98
;6455;17.38;17.98
;6460;17.38;18.14
;6465;17.38;18.14
;6470;18.85;18.14
;6475;17.87;18.14
;6480;16.89;18.14
;6486;16.89;18.14
;6491;16.89;18.14
;6496;16.41;18.14
;6501;16.41;18.14
;6506;17.38;18.14
;6511;17.87;18.14
;6516;16.89;18.14
;6521;17.38;18.14
;6526;14.94;18.14
;6531;16.41;18.14
;6536;17.38;18.14
;6541;17.38;18.14
;6546;17.38;18.14
;6551;16.89;18.14
;6556;17.87;18.14
;6561;16.89;18.14
;6566;18.36;18.14
;6571;16.41;18.14
;6576;17.38;18.14
;6581;16.89;18.14
;6586;16.89;18.14
;6591;16.41;18.14
;6596;16.89;18.14
;6601;16.41;18.14
;6606;16.41;17.92
;6611;16.41;17.92
;6616;16.41;17.92
;6621;16.89;17.92
;6626;16.41;17.92
;6631;16.89;17.92
;6636;16.89;17.92
;6641;16.89;17.92
;6646;16.41;17.92
;6651;16.41;17.92
;6656;16.89;17.92
;6661;16.41;17.92
;6666;16.41;17.92
;6671;16.89;17.92
;6676;16.41;17.92
;6681;17.38;17.92
;6686;18.36;17.92
;6691;16.89;17.92
;6696;17.38;17.92
;6701;16.41;17.92
;6706;17.87;17.92
;6711;17.38;17.92
;6716;16.89;17.92
;6721;17.38;17.92
;6726;19.82;17.92
;6731;17.38;17.92
;6736;16.41;17.92
;6742;17.38;17.92
;6747;17.87;17.92
;6752;20.31;17.92
;6757;16.89;17.74
;6762;16.89;17.74
;6767;16.89;17.74
;6772;16.41;17.74
;6777;16.89;17.74
;6782;16.41;17.74
;6787;16.41;17.74
;6792;16.89;17.74
